,datum,uhrzeit,wett,runde,tag,spielort,ergebnis,tf,tk,gegner,xg,xga,besitz,zuschauerzahl,kapitän,aufstellung,schiedsrichter,spielbericht,hinweise,sc,sat,entf.,fs,elf,veelf,saison,verein
9,18.09.2022,15:30,Bundesliga,Spielwoche 7,So.,Heim,S,2.0,0.0,Wolfsburg,1.4,0.3,48.0,22.012,Christopher Trimmel,3-5-2,Robert Schröder,Spielbericht,,16.0,4.0,184.0,0.0,0.0,0.0,2023,Union Berlin
10,01.10.2022,15:30,Bundesliga,Spielwoche 8,Sa.,Auswärts,N,0.0,2.0,Eint Frankfurt,1.0,0.8,53.0,50.5,Christopher Trimmel,3-5-2,Sascha Stegemann,Spielbericht,,16.0,5.0,169.0,0.0,0.0,0.0,2023,Union Berlin
12,09.10.2022,19:30,Bundesliga,Spielwoche 9,So.,Auswärts,S,1.0,0.0,Stuttgart,0.7,1.0,48.0,43.25,Rani Khedira,3-5-2,Bastian Dankert,Spielbericht,,7.0,4.0,151.0,0.0,0.0,0.0,2023,Union Berlin
14,16.10.2022,17:30,Bundesliga,Spielwoche 10,So.,Heim,S,2.0,0.0,Dortmund,1.9,0.8,24.0,22.012,Christopher Trimmel,3-5-2,Tobias Stieler,Spielbericht,,16.0,5.0,173.0,0.0,0.0,0.0,2023,Union Berlin
16,23.10.2022,15:30,Bundesliga,Spielwoche 11,So.,Auswärts,N,1.0,2.0,Bochum,1.0,1.1,53.0,25.46,Christopher Trimmel,3-5-2,Deniz Aytekin,Spielbericht,,7.0,2.0,228.0,0.0,0.0,1.0,2023,Union Berlin
18,30.10.2022,15:30,Bundesliga,Spielwoche 12,So.,Heim,S,2.0,1.0,M'Gladbach,0.9,1.0,55.0,22.012,Rani Khedira,3-5-2,Harm Osmers,Spielbericht,,13.0,5.0,189.0,0.0,0.0,0.0,2023,Union Berlin
20,06.11.2022,15:30,Bundesliga,Spielwoche 13,So.,Auswärts,N,0.0,5.0,Leverkusen,0.3,1.9,42.0,30.21,Christopher Trimmel,3-5-2,Robert Schröder,Spielbericht,,7.0,1.0,166.0,0.0,0.0,0.0,2023,Union Berlin
21,09.11.2022,20:30,Bundesliga,Spielwoche 14,Mi.,Heim,U,2.0,2.0,Augsburg,1.2,0.6,59.0,22.012,Rani Khedira,3-5-2,Sascha Stegemann,Spielbericht,,19.0,6.0,181.0,1.0,0.0,0.0,2023,Union Berlin
22,13.11.2022,17:30,Bundesliga,Spielwoche 15,So.,Auswärts,N,1.0,4.0,Freiburg,1.7,2.3,28.0,33.8,Christopher Trimmel,3-5-2,Deniz Aytekin,Spielbericht,,2.0,1.0,295.0,0.0,1.0,2.0,2023,Union Berlin
23,21.01.2023,15:30,Bundesliga,Spielwoche 16,Sa.,Heim,S,3.0,1.0,Hoffenheim,2.9,1.0,52.0,21.747,Christopher Trimmel,3-5-2,Robert Hartmann,Spielbericht,,21.0,5.0,158.0,0.0,0.0,1.0,2023,Union Berlin
24,25.01.2023,20:30,Bundesliga,Spielwoche 17,Mi.,Auswärts,S,2.0,1.0,Werder Bremen,1.1,0.6,42.0,41.5,Rani Khedira,3-5-2,Bastian Dankert,Spielbericht,,9.0,5.0,152.0,0.0,0.0,0.0,2023,Union Berlin
25,28.01.2023,15:30,Bundesliga,Spielwoche 18,Sa.,Auswärts,S,2.0,0.0,Hertha BSC,1.0,0.5,48.0,74.667,Christopher Trimmel,3-5-2,Felix Brych,Spielbericht,,7.0,3.0,151.0,0.0,0.0,0.0,2023,Union Berlin
27,04.02.2023,15:30,Bundesliga,Spielwoche 19,Sa.,Heim,S,2.0,1.0,Mainz 05,1.1,1.3,51.0,22.012,Christopher Trimmel,3-5-2,Florian Badstübner,Spielbericht,,11.0,4.0,163.0,0.0,0.0,0.0,2023,Union Berlin
28,11.02.2023,18:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,S,2.0,1.0,RB Leipzig,1.7,0.6,37.0,47.069,Rani Khedira,3-5-2,Daniel Schlager,Spielbericht,,5.0,2.0,309.0,0.0,1.0,1.0,2023,Union Berlin
30,19.02.2023,15:30,Bundesliga,Spielwoche 21,So.,Heim,U,0.0,0.0,Schalke 04,0.9,0.4,54.0,22.012,Christopher Trimmel,3-5-2,Tobias Reichel,Spielbericht,,9.0,4.0,183.0,0.0,0.0,0.0,2023,Union Berlin
32,26.02.2023,17:30,Bundesliga,Spielwoche 22,So.,Auswärts,N,0.0,3.0,Bayern München,0.4,3.6,31.0,75.0,Christopher Trimmel,3-5-2,Marco Fritz,Spielbericht,,3.0,0.0,141.0,0.0,0.0,0.0,2023,Union Berlin
33,04.03.2023,15:30,Bundesliga,Spielwoche 23,Sa.,Heim,U,0.0,0.0,Köln,0.5,0.9,52.0,22.012,Christopher Trimmel,3-5-2,Tobias Stieler,Spielbericht,,8.0,2.0,160.0,0.0,0.0,0.0,2023,Union Berlin
35,12.03.2023,19:30,Bundesliga,Spielwoche 24,So.,Auswärts,U,1.0,1.0,Wolfsburg,1.3,1.7,42.0,23.554,Rani Khedira,3-4-3,Robert Schröder,Spielbericht,,11.0,1.0,192.0,0.0,1.0,1.0,2023,Union Berlin
37,19.03.2023,15:30,Bundesliga,Spielwoche 25,So.,Heim,S,2.0,0.0,Eint Frankfurt,1.3,2.7,37.0,22.012,Rani Khedira,3-5-2,Christian Dingert,Spielbericht,,15.0,3.0,178.0,0.0,0.0,0.0,2023,Union Berlin
38,01.04.2023,15:30,Bundesliga,Spielwoche 26,Sa.,Heim,S,3.0,0.0,Stuttgart,1.9,2.2,39.0,22.012,Christopher Trimmel,3-5-2,Florian Badstübner,Spielbericht,,12.0,5.0,149.0,0.0,0.0,0.0,2023,Union Berlin
40,08.04.2023,15:30,Bundesliga,Spielwoche 27,Sa.,Auswärts,N,1.0,2.0,Dortmund,0.5,2.6,37.0,81.365,Rani Khedira,3-5-2,Daniel Schlager,Spielbericht,,7.0,2.0,259.0,0.0,0.0,0.0,2023,Union Berlin
41,16.04.2023,17:30,Bundesliga,Spielwoche 28,So.,Heim,U,1.0,1.0,Bochum,1.2,1.8,40.0,20.0,Rani Khedira,3-5-2,Tobias Stieler,Spielbericht,,10.0,2.0,144.0,1.0,0.0,0.0,2023,Union Berlin
42,23.04.2023,19:30,Bundesliga,Spielwoche 29,So.,Auswärts,S,1.0,0.0,M'Gladbach,1.3,0.7,38.0,52.107,Rani Khedira,3-5-2,Martin Petersen,Spielbericht,,13.0,2.0,189.0,0.0,0.0,0.0,2023,Union Berlin
43,29.04.2023,15:30,Bundesliga,Spielwoche 30,Sa.,Heim,U,0.0,0.0,Leverkusen,0.8,0.8,35.0,22.012,Rani Khedira,3-5-2,Marco Fritz,Spielbericht,,9.0,1.0,145.0,0.0,0.0,0.0,2023,Union Berlin
44,06.05.2023,15:30,Bundesliga,Spielwoche 31,Sa.,Auswärts,N,0.0,1.0,Augsburg,0.7,0.9,62.0,30.66,Rani Khedira,3-5-2,Florian Badstübner,Spielbericht,,12.0,5.0,190.0,0.0,0.0,0.0,2023,Union Berlin
45,13.05.2023,15:30,Bundesliga,Spielwoche 32,Sa.,Heim,S,4.0,2.0,Freiburg,1.5,2.1,37.0,22.012,Christopher Trimmel,3-5-2,Marco Fritz,Spielbericht,,10.0,4.0,171.0,1.0,0.0,0.0,2023,Union Berlin
46,20.05.2023,15:30,Bundesliga,Spielwoche 33,Sa.,Auswärts,N,2.0,4.0,Hoffenheim,2.0,2.4,57.0,30.0,Christopher Trimmel,3-5-2,Christian Dingert,Spielbericht,,18.0,3.0,161.0,1.0,0.0,0.0,2023,Union Berlin
47,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Heim,S,1.0,0.0,Werder Bremen,0.9,0.4,48.0,22.012,Christopher Trimmel,3-5-2,Patrick Ittrich,Spielbericht,,15.0,4.0,175.0,1.0,0.0,0.0,2023,Union Berlin
1,06.08.2022,15:30,Bundesliga,Spielwoche 1,Sa.,Auswärts,S,4.0,0.0,Augsburg,1.3,0.7,47.0,25.31,Christian Günter,4-2-3-1,Bastian Dankert,Spielbericht,,19.0,7.0,190.0,1.0,0.0,0.0,2023,Freiburg
2,12.08.2022,20:30,Bundesliga,Spielwoche 2,Fr.,Heim,N,1.0,3.0,Dortmund,1.0,1.1,39.0,34.7,Christian Günter,4-2-3-1,Tobias Welz,Spielbericht,,16.0,7.0,187.0,1.0,0.0,0.0,2023,Freiburg
3,20.08.2022,15:30,Bundesliga,Spielwoche 3,Sa.,Auswärts,S,1.0,0.0,Stuttgart,0.6,0.9,40.0,47.5,Christian Günter,4-2-3-1,Felix Brych,Spielbericht,,9.0,3.0,220.0,0.0,0.0,0.0,2023,Freiburg
4,26.08.2022,20:30,Bundesliga,Spielwoche 4,Fr.,Heim,S,1.0,0.0,Bochum,3.9,1.2,48.0,32.8,Christian Günter,4-2-3-1,Marco Fritz,Spielbericht,,28.0,12.0,163.0,1.0,0.0,1.0,2023,Freiburg
5,03.09.2022,15:30,Bundesliga,Spielwoche 5,Sa.,Auswärts,S,3.0,2.0,Leverkusen,1.9,1.8,50.0,26.853,Christian Günter,3-4-3,Sascha Stegemann,Spielbericht,,6.0,3.0,101.0,1.0,0.0,0.0,2023,Freiburg
7,11.09.2022,17:30,Bundesliga,Spielwoche 6,So.,Heim,U,0.0,0.0,M'Gladbach,1.1,1.2,43.0,34.7,Christian Günter,4-4-1-1,Tobias Stieler,Spielbericht,,12.0,7.0,146.0,0.0,0.0,0.0,2023,Freiburg
9,18.09.2022,19:30,Bundesliga,Spielwoche 7,So.,Auswärts,U,0.0,0.0,Hoffenheim,1.0,0.7,50.0,24.233,Christian Günter,4-2-3-1,Deniz Aytekin,Spielbericht,,14.0,4.0,181.0,0.0,0.0,0.0,2023,Freiburg
10,01.10.2022,15:30,Bundesliga,Spielwoche 8,Sa.,Heim,S,2.0,1.0,Mainz 05,2.0,1.6,53.0,34.7,Christian Günter,4-2-3-1,Sven Jablonski,Spielbericht,,13.0,6.0,138.0,1.0,0.0,0.0,2023,Freiburg
12,09.10.2022,17:30,Bundesliga,Spielwoche 9,So.,Auswärts,U,2.0,2.0,Hertha BSC,1.0,1.6,58.0,40.481,Christian Günter,4-2-3-1,Robert Schröder,Spielbericht,,9.0,4.0,143.0,1.0,0.0,0.0,2023,Freiburg
14,16.10.2022,19:30,Bundesliga,Spielwoche 10,So.,Auswärts,N,0.0,5.0,Bayern München,0.3,2.1,34.0,75.0,Christian Günter,4-4-2,Sascha Stegemann,Spielbericht,,6.0,0.0,175.0,0.0,0.0,0.0,2023,Freiburg
16,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Heim,S,2.0,0.0,Werder Bremen,2.9,0.5,61.0,34.7,Christian Günter,3-4-3,Bastian Dankert,Spielbericht,,24.0,6.0,200.0,2.0,1.0,1.0,2023,Freiburg
18,30.10.2022,17:30,Bundesliga,Spielwoche 12,So.,Auswärts,S,2.0,0.0,Schalke 04,2.3,0.6,55.0,61.115,Christian Günter,4-2-3-1,Christian Dingert,Spielbericht,,17.0,7.0,164.0,0.0,1.0,1.0,2023,Freiburg
20,06.11.2022,17:30,Bundesliga,Spielwoche 13,So.,Heim,S,2.0,0.0,Köln,1.4,0.5,55.0,33.8,Christian Günter,4-2-3-1,Florian Badstübner,Spielbericht,,12.0,5.0,174.0,0.0,0.0,0.0,2023,Freiburg
21,09.11.2022,20:30,Bundesliga,Spielwoche 14,Mi.,Auswärts,N,1.0,3.0,RB Leipzig,0.2,2.9,42.0,41.24,Christian Günter,3-5-2,Harm Osmers,Spielbericht,,3.0,2.0,161.0,0.0,0.0,0.0,2023,Freiburg
22,13.11.2022,17:30,Bundesliga,Spielwoche 15,So.,Heim,S,4.0,1.0,Union Berlin,2.3,1.7,72.0,33.8,Christian Günter,3-4-3,Deniz Aytekin,Spielbericht,,5.0,3.0,204.0,0.0,2.0,2.0,2023,Freiburg
23,21.01.2023,15:30,Bundesliga,Spielwoche 16,Sa.,Auswärts,N,0.0,6.0,Wolfsburg,0.7,2.7,47.0,25.849,Christian Günter,4-2-3-1,Felix Zwayer,Spielbericht,,9.0,1.0,146.0,0.0,0.0,0.0,2023,Freiburg
24,25.01.2023,20:30,Bundesliga,Spielwoche 17,Mi.,Heim,U,1.0,1.0,Eint Frankfurt,1.9,0.2,44.0,34.7,Christian Günter,3-4-3,Deniz Aytekin,Spielbericht,,13.0,5.0,158.0,0.0,0.0,0.0,2023,Freiburg
25,28.01.2023,15:30,Bundesliga,Spielwoche 18,Sa.,Heim,S,3.0,1.0,Augsburg,1.7,1.7,46.0,33.5,Christian Günter,3-4-3,Christian Dingert,Spielbericht,,14.0,9.0,157.0,0.0,0.0,0.0,2023,Freiburg
26,04.02.2023,15:30,Bundesliga,Spielwoche 19,Sa.,Auswärts,N,1.0,5.0,Dortmund,0.4,1.9,24.0,81.365,Christian Günter,5-3-2,Robert Schröder,Spielbericht,,6.0,3.0,215.0,0.0,0.0,0.0,2023,Freiburg
28,11.02.2023,15:30,Bundesliga,Spielwoche 20,Sa.,Heim,S,2.0,1.0,Stuttgart,2.0,1.1,53.0,34.7,Christian Günter,4-2-3-1,Sascha Stegemann,Spielbericht,,7.0,3.0,201.0,0.0,2.0,2.0,2023,Freiburg
29,18.02.2023,15:30,Bundesliga,Spielwoche 21,Sa.,Auswärts,S,2.0,0.0,Bochum,2.6,1.4,52.0,25.1,Christian Günter,4-2-3-1,Felix Zwayer,Spielbericht,,19.0,5.0,152.0,0.0,0.0,0.0,2023,Freiburg
30,26.02.2023,15:30,Bundesliga,Spielwoche 22,So.,Heim,U,1.0,1.0,Leverkusen,0.8,2.2,45.0,34.0,Mark Flekken,4-4-2,Daniel Siebert,Spielbericht,,9.0,4.0,185.0,1.0,0.0,0.0,2023,Freiburg
31,04.03.2023,15:30,Bundesliga,Spielwoche 23,Sa.,Auswärts,U,0.0,0.0,M'Gladbach,0.3,1.5,48.0,52.0,Christian Günter,3-5-2,Benjamin Brand,Spielbericht,,8.0,3.0,221.0,1.0,0.0,0.0,2023,Freiburg
33,12.03.2023,15:30,Bundesliga,Spielwoche 24,So.,Heim,S,2.0,1.0,Hoffenheim,0.6,1.0,59.0,33.5,Christian Günter,4-4-2,Harm Osmers,Spielbericht,,9.0,3.0,154.0,0.0,0.0,0.0,2023,Freiburg
35,19.03.2023,19:30,Bundesliga,Spielwoche 25,So.,Auswärts,U,1.0,1.0,Mainz 05,1.7,1.0,53.0,26.8,Christian Günter,3-4-3,Bastian Dankert,Spielbericht,,11.0,5.0,192.0,0.0,0.0,0.0,2023,Freiburg
36,01.04.2023,15:30,Bundesliga,Spielwoche 26,Sa.,Heim,U,1.0,1.0,Hertha BSC,1.2,1.8,58.0,34.7,Christian Günter,3-4-3,Sven Jablonski,Spielbericht,,16.0,8.0,199.0,2.0,0.0,0.0,2023,Freiburg
38,08.04.2023,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,N,0.0,1.0,Bayern München,1.0,3.5,34.0,34.7,Christian Günter,4-2-2-2,Daniel Siebert,Spielbericht,,10.0,2.0,163.0,1.0,0.0,0.0,2023,Freiburg
39,16.04.2023,15:30,Bundesliga,Spielwoche 28,So.,Auswärts,S,2.0,1.0,Werder Bremen,0.8,1.7,50.0,42.1,Christian Günter,4-2-2-2,Florian Badstübner,Spielbericht,,7.0,3.0,174.0,2.0,0.0,0.0,2023,Freiburg
40,23.04.2023,15:30,Bundesliga,Spielwoche 29,So.,Heim,S,4.0,0.0,Schalke 04,2.1,0.3,45.0,34.7,Christian Günter,4-2-2-2,Robert Hartmann,Spielbericht,,26.0,12.0,166.0,0.0,0.0,0.0,2023,Freiburg
41,29.04.2023,15:30,Bundesliga,Spielwoche 30,Sa.,Auswärts,S,1.0,0.0,Köln,1.6,1.6,43.0,50.0,Christian Günter,4-2-2-2,Tobias Reichel,Spielbericht,,13.0,6.0,162.0,0.0,0.0,0.0,2023,Freiburg
43,06.05.2023,15:30,Bundesliga,Spielwoche 31,Sa.,Heim,N,0.0,1.0,RB Leipzig,0.4,1.9,41.0,32.9,Christian Günter,4-2-2-2,Tobias Welz,Spielbericht,,3.0,1.0,122.0,0.0,0.0,0.0,2023,Freiburg
44,13.05.2023,15:30,Bundesliga,Spielwoche 32,Sa.,Auswärts,N,2.0,4.0,Union Berlin,2.1,1.5,63.0,22.012,Christian Günter,3-4-3,Marco Fritz,Spielbericht,,10.0,4.0,150.0,0.0,1.0,1.0,2023,Freiburg
45,19.05.2023,20:30,Bundesliga,Spielwoche 33,Fr.,Heim,S,2.0,0.0,Wolfsburg,1.3,0.7,43.0,33.3,Mark Flekken,3-4-3,Bastian Dankert,Spielbericht,,16.0,7.0,175.0,0.0,0.0,0.0,2023,Freiburg
46,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Auswärts,N,1.0,2.0,Eint Frankfurt,1.6,2.1,39.0,50.5,Mark Flekken,3-4-3,Deniz Aytekin,Spielbericht,,14.0,7.0,161.0,1.0,0.0,0.0,2023,Freiburg
1,06.08.2022,18:30,Bundesliga,Spielwoche 1,Sa.,Auswärts,N,0,1,Dortmund,1.3,1.8,55.0,81.365,Lukáš Hrádecký,4-2-3-1,Felix Brych,Spielbericht,,8.0,3.0,201.0,0.0,0.0,0.0,2023,Bayer Leverkusen
2,13.08.2022,15:30,Bundesliga,Spielwoche 2,Sa.,Heim,N,1,2,Augsburg,2.5,0.4,66.0,22.903,Jonathan Tah,4-2-3-1,Benjamin Cortus,Spielbericht,,24.0,10.0,158.0,1.0,0.0,0.0,2023,Bayer Leverkusen
3,20.08.2022,15:30,Bundesliga,Spielwoche 3,Sa.,Heim,N,0,3,Hoffenheim,1.2,1.5,56.0,26.3,Lukáš Hrádecký,4-2-3-1,Tobias Reichel,Spielbericht,,14.0,3.0,208.0,3.0,0.0,0.0,2023,Bayer Leverkusen
4,27.08.2022,15:30,Bundesliga,Spielwoche 4,Sa.,Auswärts,S,3,0,Mainz 05,1.9,1.4,39.0,28.5,Lukáš Hrádecký,3-5-2,Christian Dingert,Spielbericht,,8.0,5.0,189.0,1.0,0.0,0.0,2023,Bayer Leverkusen
5,03.09.2022,15:30,Bundesliga,Spielwoche 5,Sa.,Heim,N,2,3,Freiburg,1.8,1.9,50.0,26.853,Lukáš Hrádecký,3-1-4-2,Sascha Stegemann,Spielbericht,,15.0,6.0,144.0,0.0,0.0,0.0,2023,Bayer Leverkusen
7,10.09.2022,15:30,Bundesliga,Spielwoche 6,Sa.,Auswärts,U,2,2,Hertha BSC,1.3,1.9,58.0,40.643,Lukáš Hrádecký,4-2-3-1,Benjamin Brand,Spielbericht,,11.0,5.0,180.0,1.0,0.0,0.0,2023,Bayer Leverkusen
9,17.09.2022,15:30,Bundesliga,Spielwoche 7,Sa.,Heim,U,1,1,Werder Bremen,1.8,2.1,54.0,30.21,Lukáš Hrádecký,4-2-3-1,Tobias Welz,Spielbericht,,19.0,7.0,150.0,0.0,0.0,0.0,2023,Bayer Leverkusen
10,30.09.2022,20:30,Bundesliga,Spielwoche 8,Fr.,Auswärts,N,0,4,Bayern München,0.8,1.9,38.0,75.0,Lukáš Hrádecký,4-2-3-1,Tobias Stieler,Spielbericht,,10.0,5.0,164.0,0.0,0.0,0.0,2023,Bayer Leverkusen
12,08.10.2022,15:30,Bundesliga,Spielwoche 9,Sa.,Heim,S,4,0,Schalke 04,1.5,0.4,60.0,30.21,Lukáš Hrádecký,3-4-3,Tobias Reichel,Spielbericht,,13.0,7.0,161.0,0.0,0.0,0.0,2023,Bayer Leverkusen
14,15.10.2022,15:30,Bundesliga,Spielwoche 10,Sa.,Auswärts,N,1,5,Eint Frankfurt,0.4,3.9,51.0,49.7,Lukáš Hrádecký,3-4-3,Frank Willenborg,Spielbericht,,5.0,2.0,153.0,0.0,0.0,0.0,2023,Bayer Leverkusen
15,22.10.2022,15:30,Bundesliga,Spielwoche 11,Sa.,Heim,U,2,2,Wolfsburg,2.2,1.2,57.0,26.294,Lukáš Hrádecký,3-4-3,Felix Brych,Spielbericht,,12.0,5.0,204.0,0.0,0.0,1.0,2023,Bayer Leverkusen
17,29.10.2022,15:30,Bundesliga,Spielwoche 12,Sa.,Auswärts,N,0,2,RB Leipzig,0.1,1.2,54.0,45.598,Lukáš Hrádecký,3-4-1-2,Sven Jablonski,Spielbericht,,5.0,1.0,199.0,0.0,0.0,0.0,2023,Bayer Leverkusen
19,06.11.2022,15:30,Bundesliga,Spielwoche 13,So.,Heim,S,5,0,Union Berlin,1.9,0.3,58.0,30.21,Lukáš Hrádecký,3-4-3,Robert Schröder,Spielbericht,,11.0,8.0,173.0,0.0,0.0,0.0,2023,Bayer Leverkusen
20,09.11.2022,18:30,Bundesliga,Spielwoche 14,Mi.,Auswärts,S,2,1,Köln,1.4,1.4,42.0,50.0,Lukáš Hrádecký,3-4-3,Tobias Stieler,Spielbericht,,10.0,3.0,185.0,1.0,0.0,0.0,2023,Bayer Leverkusen
21,12.11.2022,15:30,Bundesliga,Spielwoche 15,Sa.,Heim,S,2,0,Stuttgart,1.6,0.3,45.0,30.21,Lukáš Hrádecký,3-4-3,Florian Badstübner,Spielbericht,,12.0,3.0,166.0,2.0,0.0,0.0,2023,Bayer Leverkusen
22,22.01.2023,17:30,Bundesliga,Spielwoche 16,So.,Auswärts,S,3,2,M'Gladbach,2.0,1.0,39.0,53.336,Lukáš Hrádecký,3-4-3,Harm Osmers,Spielbericht,,13.0,6.0,161.0,0.0,0.0,0.0,2023,Bayer Leverkusen
23,25.01.2023,20:30,Bundesliga,Spielwoche 17,Mi.,Heim,S,2,0,Bochum,1.7,0.7,56.0,25.82,Lukáš Hrádecký,4-2-3-1,Timo Gerach,Spielbericht,,10.0,3.0,197.0,1.0,1.0,1.0,2023,Bayer Leverkusen
24,29.01.2023,17:30,Bundesliga,Spielwoche 18,So.,Heim,N,0,2,Dortmund,1.7,0.9,56.0,30.21,Lukáš Hrádecký,4-3-3,Tobias Welz,Spielbericht,,21.0,6.0,167.0,0.0,0.0,0.0,2023,Bayer Leverkusen
25,03.02.2023,20:30,Bundesliga,Spielwoche 19,Fr.,Auswärts,N,0,1,Augsburg,0.6,0.9,59.0,27.318,Lukáš Hrádecký,3-4-3,Marco Fritz,Spielbericht,,13.0,4.0,227.0,0.0,0.0,0.0,2023,Bayer Leverkusen
26,11.02.2023,15:30,Bundesliga,Spielwoche 20,Sa.,Auswärts,S,3,1,Hoffenheim,1.4,0.7,50.0,20.619,Lukáš Hrádecký,3-4-3,Tobias Stieler,Spielbericht,,12.0,4.0,164.0,0.0,0.0,0.0,2023,Bayer Leverkusen
28,19.02.2023,19:30,Bundesliga,Spielwoche 21,So.,Heim,N,2,3,Mainz 05,2.2,1.6,66.0,27.002,Lukáš Hrádecký,4-3-3,Robert Schröder,Spielbericht,,20.0,6.0,166.0,1.0,0.0,1.0,2023,Bayer Leverkusen
30,26.02.2023,15:30,Bundesliga,Spielwoche 22,So.,Auswärts,U,1,1,Freiburg,2.2,0.8,55.0,34.0,Lukáš Hrádecký,3-4-3,Daniel Siebert,Spielbericht,,18.0,4.0,161.0,1.0,0.0,0.0,2023,Bayer Leverkusen
31,05.03.2023,15:30,Bundesliga,Spielwoche 23,So.,Heim,S,4,1,Hertha BSC,1.6,1.1,61.0,30.21,Lukáš Hrádecký,3-4-3,Patrick Ittrich,Spielbericht,,16.0,9.0,168.0,0.0,0.0,0.0,2023,Bayer Leverkusen
33,12.03.2023,17:30,Bundesliga,Spielwoche 24,So.,Auswärts,S,3,2,Werder Bremen,1.0,1.8,47.0,41.0,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Spielbericht,,13.0,5.0,168.0,0.0,0.0,0.0,2023,Bayer Leverkusen
35,19.03.2023,17:30,Bundesliga,Spielwoche 25,So.,Heim,S,2,1,Bayern München,2.0,1.0,40.0,30.21,Lukáš Hrádecký,3-4-3,Tobias Stieler,Spielbericht,,9.0,3.0,261.0,1.0,2.0,2.0,2023,Bayer Leverkusen
36,01.04.2023,15:30,Bundesliga,Spielwoche 26,Sa.,Auswärts,S,3,0,Schalke 04,2.7,1.1,52.0,62.271,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Spielbericht,,18.0,9.0,175.0,1.0,0.0,0.0,2023,Bayer Leverkusen
37,08.04.2023,15:30,Bundesliga,Spielwoche 27,Sa.,Heim,S,3,1,Eint Frankfurt,2.1,0.9,43.0,30.21,Lukáš Hrádecký,3-4-1-2,Robert Hartmann,Spielbericht,,14.0,9.0,149.0,0.0,0.0,0.0,2023,Bayer Leverkusen
39,16.04.2023,19:30,Bundesliga,Spielwoche 28,So.,Auswärts,U,0,0,Wolfsburg,1.2,0.9,57.0,20.137,Lukáš Hrádecký,3-4-3,Sascha Stegemann,Spielbericht,,15.0,4.0,190.0,0.0,0.0,0.0,2023,Bayer Leverkusen
41,23.04.2023,17:30,Bundesliga,Spielwoche 29,So.,Heim,S,2,0,RB Leipzig,1.1,1.9,31.0,29.085,Lukáš Hrádecký,3-4-3,Daniel Schlager,Spielbericht,,6.0,3.0,260.0,0.0,1.0,1.0,2023,Bayer Leverkusen
42,29.04.2023,15:30,Bundesliga,Spielwoche 30,Sa.,Auswärts,U,0,0,Union Berlin,0.8,0.8,65.0,22.012,Lukáš Hrádecký,3-4-3,Marco Fritz,Spielbericht,,9.0,1.0,152.0,0.0,0.0,0.0,2023,Bayer Leverkusen
43,05.05.2023,20:30,Bundesliga,Spielwoche 31,Fr.,Heim,N,1,2,Köln,0.9,0.8,64.0,30.21,Lukáš Hrádecký,3-4-3,Felix Zwayer,Spielbericht,,13.0,3.0,167.0,1.0,0.0,0.0,2023,Bayer Leverkusen
45,14.05.2023,15:30,Bundesliga,Spielwoche 32,So.,Auswärts,U,1,1,Stuttgart,1.8,1.3,48.0,47.5,Lukáš Hrádecký,3-4-3,Frank Willenborg,Spielbericht,,11.0,1.0,168.0,0.0,1.0,1.0,2023,Bayer Leverkusen
47,21.05.2023,19:30,Bundesliga,Spielwoche 33,So.,Heim,U,2,2,M'Gladbach,1.6,1.7,47.0,30.21,Lukáš Hrádecký,3-4-3,Daniel Siebert,Spielbericht,,13.0,5.0,148.0,0.0,0.0,0.0,2023,Bayer Leverkusen
48,27.05.2023,15:30,Bundesliga,Spielwoche 34,Sa.,Auswärts,N,0,3,Bochum,0.8,1.3,50.0,26.0,Lukáš Hrádecký,4-3-3,Tobias Welz,Spielbericht,,11.0,2.0,162.0,1.0,0.0,0.0,2023,Bayer Leverkusen
1,05.08.2022,20:30,Bundesliga,Spielwoche 1,Fr.,Heim,N,1.0,6.0,Bayern München,0.9,4.0,37.0,51.5,Sebastian Rode,3-4-3,Deniz Aytekin,Spielbericht,,8.0,2.0,179.0,0.0,0.0,0.0,2023,Eintracht Frankfurt
3,13.08.2022,15:30,Bundesliga,Spielwoche 2,Sa.,Auswärts,U,1.0,1.0,Hertha BSC,1.6,1.7,61.0,45.0,Kevin Trapp,3-4-3,Frank Willenborg,Spielbericht,,11.0,1.0,126.0,0.0,0.0,0.0,2023,Eintracht Frankfurt
4,21.08.2022,15:30,Bundesliga,Spielwoche 3,So.,Heim,U,1.0,1.0,Köln,0.9,0.3,54.0,50.8,Sebastian Rode,4-2-3-1,Martin Petersen,Spielbericht,,9.0,3.0,199.0,2.0,0.0,0.0,2023,Eintracht Frankfurt
5,28.08.2022,17:30,Bundesliga,Spielwoche 4,So.,Auswärts,S,4.0,3.0,Werder Bremen,1.8,1.8,46.0,41.0,Sebastian Rode,4-2-3-1,Patrick Ittrich,Spielbericht,,10.0,6.0,127.0,0.0,0.0,0.0,2023,Eintracht Frankfurt
